epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,56188.8,0.82405,0.39294,0.88307,0.47736,0.29403,0.34438,0.20916,1.76673,1.78029,1.30847,0.0029116,0.0029116,0.0029116
181,56433.5,0.82345,0.39172,0.88406,0.4771,0.29356,0.34454,0.20915,1.76771,1.78278,1.30917,0.002872,0.002872,0.002872
182,56678.9,0.82344,0.3911,0.88189,0.47839,0.2941,0.34493,0.20929,1.76877,1.78383,1.30952,0.0028324,0.0028324,0.0028324
183,56924.2,0.82116,0.39113,0.88235,0.4796,0.29466,0.34516,0.20947,1.76976,1.78674,1.30995,0.0027928,0.0027928,0.0027928
184,57169.2,0.81949,0.38987,0.88219,0.47999,0.29486,0.34515,0.20944,1.76965,1.78925,1.31007,0.0027532,0.0027532,0.0027532
185,57414.4,0.82114,0.39077,0.88141,0.48016,0.29441,0.34508,0.20924,1.77103,1.79227,1.31084,0.0027136,0.0027136,0.0027136
186,57659.6,0.8189,0.38963,0.88223,0.48033,0.29475,0.34565,0.20954,1.7715,1.79326,1.31113,0.002674,0.002674,0.002674
187,57904.5,0.81752,0.38764,0.88195,0.48127,0.29531,0.34557,0.20953,1.77219,1.79394,1.31148,0.0026344,0.0026344,0.0026344
188,58150,0.81498,0.38789,0.88076,0.48103,0.29528,0.34541,0.20949,1.77243,1.79463,1.31163,0.0025948,0.0025948,0.0025948
189,58395,0.8135,0.3868,0.88125,0.48203,0.29559,0.34594,0.20971,1.77285,1.79664,1.312,0.0025552,0.0025552,0.0025552
190,58640,0.81295,0.38692,0.88055,0.48272,0.29516,0.34569,0.2096,1.77461,1.79965,1.31327,0.0025156,0.0025156,0.0025156
191,58885.5,0.8135,0.38683,0.88006,0.48384,0.29542,0.34597,0.20968,1.77552,1.80162,1.31368,0.002476,0.002476,0.002476
192,59130.2,0.8112,0.38611,0.88018,0.48473,0.29586,0.3458,0.20945,1.77602,1.80292,1.31412,0.0024364,0.0024364,0.0024364
193,59375.3,0.81041,0.38448,0.87871,0.4858,0.29637,0.34615,0.20977,1.77502,1.80273,1.31347,0.0023968,0.0023968,0.0023968
194,234.186,0.80902,0.38541,0.88057,0.48477,0.29837,0.34595,0.20946,1.77499,1.79347,1.31416,0.0023572,0.0023572,0.0023572
195,474.964,0.81118,0.38709,0.88023,0.48305,0.30037,0.34583,0.2092,1.7759,1.78446,1.31522,0.0023176,0.0023176,0.0023176
196,725.878,0.81273,0.3872,0.88037,0.48224,0.3027,0.34546,0.20865,1.777,1.77706,1.31635,0.002278,0.002278,0.002278
197,980.662,0.81318,0.38724,0.88026,0.48009,0.30369,0.34474,0.20794,1.77783,1.77048,1.3174,0.0022384,0.0022384,0.0022384
198,1234.13,0.80974,0.38581,0.87972,0.47932,0.30473,0.34468,0.20769,1.77856,1.76609,1.31843,0.0021988,0.0021988,0.0021988
199,1490.64,0.80904,0.38552,0.87896,0.47889,0.30589,0.34435,0.20729,1.78025,1.7616,1.31982,0.0021592,0.0021592,0.0021592
200,1747.41,0.80946,0.38566,0.87933,0.47797,0.30576,0.34456,0.20705,1.78124,1.75828,1.32083,0.0021196,0.0021196,0.0021196
201,2002.7,0.80548,0.384,0.87932,0.47669,0.30679,0.34458,0.20691,1.78214,1.75302,1.32174,0.00208,0.00208,0.00208
202,2260.13,0.80308,0.38276,0.87728,0.47581,0.30749,0.34452,0.20667,1.78278,1.75058,1.32256,0.0020404,0.0020404,0.0020404
203,2514.19,0.80628,0.38388,0.87812,0.47542,0.30837,0.34435,0.20633,1.78361,1.74626,1.32328,0.0020008,0.0020008,0.0020008
204,2770.53,0.80249,0.38212,0.87751,0.4752,0.30948,0.34455,0.20636,1.78346,1.74329,1.32357,0.0019612,0.0019612,0.0019612
205,3025.31,0.80287,0.38254,0.87689,0.47457,0.31,0.34444,0.20615,1.78433,1.74082,1.32454,0.0019216,0.0019216,0.0019216
206,3281.84,0.80152,0.38175,0.87722,0.4738,0.31087,0.34428,0.20594,1.78546,1.73835,1.32563,0.001882,0.001882,0.001882
207,3565.6,0.80105,0.38127,0.87711,0.4732,0.31124,0.34411,0.20563,1.78629,1.73621,1.3265,0.0018424,0.0018424,0.0018424
208,3821.47,0.80089,0.38144,0.87736,0.47288,0.31205,0.34408,0.2057,1.78659,1.7343,1.32709,0.0018028,0.0018028,0.0018028
209,4077.79,0.79936,0.37999,0.87651,0.47303,0.3129,0.34421,0.20563,1.78627,1.73297,1.32727,0.0017632,0.0017632,0.0017632
210,4334.14,0.7958,0.37938,0.87565,0.47345,0.31348,0.34435,0.20569,1.78664,1.73243,1.32774,0.0017236,0.0017236,0.0017236
211,4591.19,0.79767,0.37991,0.87516,0.47346,0.31404,0.34425,0.2055,1.78812,1.73054,1.32861,0.001684,0.001684,0.001684
212,4848.7,0.79319,0.3776,0.87533,0.47417,0.31463,0.34434,0.20558,1.78864,1.72682,1.32914,0.0016444,0.0016444,0.0016444
213,5106.34,0.79513,0.37848,0.87568,0.47397,0.31518,0.34435,0.20554,1.78921,1.72463,1.32941,0.0016048,0.0016048,0.0016048
214,5361.24,0.79141,0.37661,0.87448,0.4741,0.31546,0.34418,0.20556,1.78954,1.72558,1.32986,0.0015652,0.0015652,0.0015652
215,5618.31,0.79142,0.37697,0.8747,0.47403,0.31604,0.34409,0.20547,1.79014,1.72446,1.33033,0.0015256,0.0015256,0.0015256
216,5875.51,0.78906,0.3758,0.87371,0.4736,0.31654,0.34418,0.20558,1.79047,1.72373,1.33068,0.001486,0.001486,0.001486
217,6132.81,0.79005,0.37536,0.8744,0.47404,0.31691,0.34418,0.20559,1.79015,1.72539,1.33059,0.0014464,0.0014464,0.0014464
218,6387.38,0.78852,0.37533,0.87369,0.47409,0.3168,0.34426,0.20568,1.79045,1.72625,1.33078,0.0014068,0.0014068,0.0014068
219,6643.28,0.78664,0.37407,0.87301,0.47415,0.31752,0.34446,0.20575,1.79126,1.72569,1.33117,0.0013672,0.0013672,0.0013672
220,6898.49,0.78526,0.37402,0.8729,0.47422,0.31806,0.34454,0.20567,1.79229,1.72547,1.33175,0.0013276,0.0013276,0.0013276
221,7154.27,0.7854,0.37401,0.87259,0.47434,0.31801,0.34458,0.20583,1.7924,1.72682,1.33209,0.001288,0.001288,0.001288
222,7410.87,0.78169,0.37234,0.87193,0.4745,0.31772,0.34427,0.2056,1.79213,1.72725,1.33201,0.0012484,0.0012484,0.0012484
223,7667,0.77888,0.37104,0.87177,0.47543,0.31775,0.34402,0.20545,1.79343,1.72996,1.3329,0.0012088,0.0012088,0.0012088
224,7923.98,0.77977,0.37115,0.87156,0.47637,0.31745,0.34394,0.20546,1.79332,1.73246,1.33276,0.0011692,0.0011692,0.0011692
