epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,17658.6,1.30538,0.91861,1.01182,0.53881,0.43676,0.45208,0.27669,1.31519,0.97154,1.02625,0.0027928,0.0027928,0.0027928
184,17754.6,1.30296,0.91979,1.01192,0.53802,0.43745,0.45216,0.27675,1.31515,0.97111,1.02617,0.0027532,0.0027532,0.0027532
185,17850,1.30329,0.92093,1.01298,0.53776,0.43687,0.45243,0.27699,1.31514,0.97113,1.02612,0.0027136,0.0027136,0.0027136
186,17946.3,1.3109,0.92255,1.01154,0.5391,0.43609,0.45219,0.27706,1.31505,0.97095,1.02616,0.002674,0.002674,0.002674
187,18041.5,1.30332,0.9176,1.01151,0.53908,0.43652,0.45245,0.277,1.31486,0.97066,1.02609,0.0026344,0.0026344,0.0026344
188,18137.1,1.30259,0.91526,1.01035,0.53804,0.4371,0.45261,0.27725,1.31508,0.97082,1.0261,0.0025948,0.0025948,0.0025948
189,18233.4,1.30352,0.9158,1.01119,0.53802,0.43734,0.45273,0.27717,1.31503,0.97081,1.02607,0.0025552,0.0025552,0.0025552
190,18328.9,1.29516,0.91319,1.01125,0.53777,0.43729,0.45273,0.27742,1.31509,0.9708,1.02604,0.0025156,0.0025156,0.0025156
191,18424.7,1.29696,0.90963,1.01184,0.53668,0.43837,0.45286,0.27735,1.31506,0.97084,1.02602,0.002476,0.002476,0.002476
192,18521.4,1.29608,0.90975,1.00816,0.53646,0.43962,0.45255,0.27722,1.31545,0.9709,1.02611,0.0024364,0.0024364,0.0024364
193,18617,1.29815,0.91054,1.01022,0.53555,0.43939,0.45249,0.27711,1.31574,0.97098,1.02617,0.0023968,0.0023968,0.0023968
194,18712.9,1.29769,0.90897,1.00895,0.53709,0.43845,0.45254,0.27728,1.31595,0.97086,1.02618,0.0023572,0.0023572,0.0023572
195,18809.8,1.2952,0.90684,1.00982,0.53566,0.4392,0.45254,0.27721,1.31613,0.97106,1.02626,0.0023176,0.0023176,0.0023176
196,18906.9,1.29373,0.90637,1.00888,0.53581,0.43899,0.45262,0.27738,1.31631,0.97115,1.02627,0.002278,0.002278,0.002278
197,19003,1.29167,0.90197,1.00577,0.5375,0.43739,0.45259,0.27736,1.31634,0.97103,1.02628,0.0022384,0.0022384,0.0022384
198,19098.5,1.29038,0.90292,1.00816,0.53711,0.43731,0.45276,0.27739,1.3166,0.97117,1.02628,0.0021988,0.0021988,0.0021988
199,19194,1.29263,0.89781,1.00756,0.53739,0.43709,0.45274,0.27734,1.31672,0.97099,1.02632,0.0021592,0.0021592,0.0021592
200,19290.4,1.29169,0.90047,1.0084,0.53787,0.43686,0.4527,0.2773,1.317,0.97096,1.02635,0.0021196,0.0021196,0.0021196
201,19385.4,1.29313,0.90147,1.00847,0.54064,0.43588,0.45273,0.27731,1.31714,0.97086,1.02638,0.00208,0.00208,0.00208
202,19481.1,1.28557,0.89533,1.00438,0.54138,0.4355,0.45253,0.27727,1.31704,0.97092,1.02632,0.0020404,0.0020404,0.0020404
203,19577.1,1.28976,0.89881,1.00658,0.54178,0.43497,0.45274,0.27742,1.31725,0.97073,1.02636,0.0020008,0.0020008,0.0020008
204,19672.8,1.29129,0.89801,1.00661,0.54214,0.43533,0.45266,0.27735,1.31718,0.97073,1.02632,0.0019612,0.0019612,0.0019612
205,19768.3,1.28975,0.89722,1.00737,0.54169,0.43425,0.45256,0.27721,1.31751,0.97079,1.02639,0.0019216,0.0019216,0.0019216
206,19864,1.28431,0.89501,1.00631,0.54243,0.43435,0.45286,0.2774,1.31746,0.97091,1.02643,0.001882,0.001882,0.001882
207,19959.9,1.2902,0.8927,1.00425,0.54286,0.43475,0.45314,0.27752,1.31748,0.97066,1.02642,0.0018424,0.0018424,0.0018424
208,20057.3,1.28407,0.89184,1.00547,0.54275,0.43466,0.45307,0.27747,1.31765,0.97074,1.02647,0.0018028,0.0018028,0.0018028
209,20153.1,1.28517,0.8885,1.00474,0.5435,0.43439,0.45306,0.27739,1.31777,0.9708,1.02642,0.0017632,0.0017632,0.0017632
210,20249,1.28529,0.88755,1.00477,0.54242,0.43466,0.45321,0.27733,1.31794,0.97083,1.02642,0.0017236,0.0017236,0.0017236
211,20345.3,1.28238,0.88846,1.00483,0.54099,0.43608,0.45333,0.27746,1.31809,0.97087,1.02644,0.001684,0.001684,0.001684
212,20440.9,1.27929,0.88663,1.00371,0.54453,0.43319,0.45312,0.27733,1.31834,0.97118,1.0265,0.0016444,0.0016444,0.0016444
213,20535.4,1.27919,0.88311,1.00395,0.54702,0.43209,0.45323,0.27734,1.3185,0.97115,1.02654,0.0016048,0.0016048,0.0016048
214,20631.1,1.27566,0.88344,0.99939,0.5459,0.43245,0.4534,0.27725,1.31862,0.97118,1.02646,0.0015652,0.0015652,0.0015652
215,20726.4,1.28025,0.88427,1.0028,0.54583,0.43281,0.45332,0.27723,1.31892,0.97114,1.02649,0.0015256,0.0015256,0.0015256
216,20820.5,1.28058,0.88085,1.00366,0.54559,0.43261,0.45333,0.27739,1.31895,0.97103,1.02652,0.001486,0.001486,0.001486
217,20916.1,1.27151,0.87558,0.99886,0.54612,0.43212,0.45336,0.27754,1.31897,0.97105,1.02651,0.0014464,0.0014464,0.0014464
218,21012.3,1.27203,0.87973,0.99943,0.54561,0.43213,0.45325,0.27749,1.31906,0.97119,1.02652,0.0014068,0.0014068,0.0014068
219,21108,1.27987,0.88327,1.00144,0.5445,0.4332,0.45321,0.27747,1.31942,0.97148,1.02661,0.0013672,0.0013672,0.0013672
220,21203.4,1.26879,0.87437,0.99962,0.54456,0.43319,0.4535,0.27758,1.31962,0.97156,1.02656,0.0013276,0.0013276,0.0013276
221,21298.6,1.27851,0.87758,1.00201,0.54586,0.43333,0.4535,0.2775,1.31974,0.97162,1.02659,0.001288,0.001288,0.001288
222,21394.3,1.27857,0.87605,1.00178,0.54618,0.43369,0.45357,0.27751,1.31974,0.97148,1.02662,0.0012484,0.0012484,0.0012484
223,21489.7,1.26971,0.87007,0.99799,0.54741,0.43178,0.45368,0.27752,1.31973,0.97145,1.02655,0.0012088,0.0012088,0.0012088
224,21585.8,1.26737,0.86879,0.99795,0.5481,0.43207,0.45362,0.27756,1.31994,0.97163,1.02658,0.0011692,0.0011692,0.0011692
225,21681.6,1.26826,0.87148,0.99873,0.54701,0.43224,0.45349,0.27743,1.32028,0.97183,1.02669,0.0011296,0.0011296,0.0011296
226,21777.2,1.26819,0.86756,0.99979,0.54719,0.43187,0.45346,0.27748,1.32045,0.97206,1.02673,0.00109,0.00109,0.00109
227,21872.7,1.26708,0.86639,0.99727,0.54738,0.43201,0.45343,0.27747,1.32051,0.97206,1.02672,0.0010504,0.0010504,0.0010504
228,21967,1.26794,0.86886,0.99774,0.54768,0.43185,0.45345,0.27752,1.3206,0.97214,1.02675,0.0010108,0.0010108,0.0010108
229,22060.6,1.27092,0.86931,0.99792,0.54771,0.43207,0.45349,0.27747,1.32069,0.97181,1.02679,0.0009712,0.0009712,0.0009712
230,22153.8,1.27564,0.86973,1.00071,0.5481,0.43178,0.45351,0.27735,1.32094,0.97203,1.0268,0.0009316,0.0009316,0.0009316
231,22246.6,1.2646,0.86346,0.99832,0.5482,0.43123,0.45343,0.27753,1.32105,0.97211,1.02687,0.000892,0.000892,0.000892
232,22339,1.26611,0.86348,0.99752,0.5482,0.43114,0.45329,0.27725,1.32161,0.97252,1.02702,0.0008524,0.0008524,0.0008524
233,22430.9,1.26834,0.86468,0.99807,0.54663,0.43245,0.45345,0.27738,1.32159,0.97228,1.02697,0.0008128,0.0008128,0.0008128
234,22523.5,1.26349,0.85822,0.997,0.54766,0.43185,0.45344,0.27744,1.32172,0.97236,1.02699,0.0007732,0.0007732,0.0007732
235,22614.9,1.26406,0.86428,0.99946,0.54769,0.43247,0.4535,0.27747,1.32171,0.97227,1.02694,0.0007336,0.0007336,0.0007336
236,22705.6,1.26048,0.85384,0.99404,0.55032,0.43077,0.45358,0.27747,1.32179,0.97236,1.02695,0.000694,0.000694,0.000694
237,22797.4,1.26105,0.85569,0.99571,0.54762,0.43234,0.45392,0.2777,1.3216,0.97204,1.02682,0.0006544,0.0006544,0.0006544
238,22888.6,1.25737,0.85235,0.99471,0.54774,0.4324,0.45383,0.27765,1.32207,0.97218,1.02698,0.0006148,0.0006148,0.0006148
239,22981.1,1.25879,0.85312,0.99452,0.5485,0.4322,0.4539,0.27757,1.32225,0.97219,1.02702,0.0005752,0.0005752,0.0005752
240,23073.1,1.2632,0.85843,0.99793,0.54763,0.43273,0.45412,0.27789,1.32246,0.97209,1.02713,0.0005356,0.0005356,0.0005356
241,23158.9,1.23914,0.8267,1.00075,0.5489,0.43307,0.4539,0.27764,1.32265,0.97259,1.02718,0.000496,0.000496,0.000496
242,23244.4,1.23277,0.81975,0.99632,0.55056,0.43196,0.45346,0.27745,1.32329,0.97286,1.02737,0.0004564,0.0004564,0.0004564
243,23328.9,1.22832,0.81479,0.99528,0.55022,0.43178,0.45388,0.27766,1.32327,0.97303,1.02743,0.0004168,0.0004168,0.0004168
244,23413.2,1.23019,0.81538,0.9957,0.54982,0.4317,0.45374,0.27746,1.32354,0.97323,1.02751,0.0003772,0.0003772,0.0003772
245,23497.9,1.22767,0.8125,0.99551,0.55029,0.43138,0.45351,0.27737,1.32384,0.97345,1.02758,0.0003376,0.0003376,0.0003376
246,23583.2,1.22569,0.80896,0.99438,0.55,0.43113,0.45353,0.27727,1.32403,0.97355,1.02768,0.000298,0.000298,0.000298
247,23667.4,1.22084,0.80589,0.99318,0.55041,0.43094,0.45361,0.2774,1.3242,0.97372,1.02773,0.0002584,0.0002584,0.0002584
248,23751,1.22657,0.8081,0.99302,0.55382,0.43018,0.45366,0.27739,1.32445,0.97391,1.02776,0.0002188,0.0002188,0.0002188
249,23836.1,1.22319,0.80514,0.99376,0.55221,0.43092,0.45367,0.27738,1.32493,0.9742,1.02795,0.0001792,0.0001792,0.0001792
250,23920.7,1.22204,0.80216,0.99238,0.55084,0.43044,0.45346,0.27717,1.32495,0.97444,1.02798,0.0001396,0.0001396,0.0001396
